record_id,relative_path,folder_date,file_name,file_type,created_at,modified_at,fund_name_raw,fund_name_normalized,artifact_type_observed,work_observed,work_inferred,inference_basis,confidence,fund_match_status,fund_canonical_name,e2e_candidate,review_required,notes
FWO-0054,0710/한국딥테크기술투자조합통장사본.pdf.pdf,0710,한국딥테크기술투자조합통장사본.pdf.pdf,pdf (application/pdf),2026-07-10T02:29:05.772Z,2026-07-10T02:29:05.115Z,한국딥테크기술투자조합,한국딥테크기술투자조합,BANKBOOK_COPY,통장 사본,계좌개설 완료 산출물 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 완료 산출물,YES,FUND 마스터 일치 없음
FWO-0055,0709/#더블유제이원 조합_고유번호증 접수증.pdf,0709,#더블유제이원 조합_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-09T09:08:55.720Z,2026-07-09T09:09:07.696Z,더블유제이원 조합,더블유제이원 조합,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0056,0709/#더블유제이원 조합_보안카드 신청서류.pdf,0709,#더블유제이원 조합_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-09T09:08:19.266Z,2026-07-09T09:08:33.615Z,더블유제이원 조합,더블유제이원 조합,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0057,0709/세원 개인투자조합 제1호_고유번호증(정정).pdf,0709,세원 개인투자조합 제1호_고유번호증(정정).pdf,pdf (application/pdf),2026-07-09T08:42:30.873Z,2026-07-09T08:42:30.277Z,세원 개인투자조합 제1호,세원 개인투자조합 제1호,RESULT_DOCUMENT,고유번호증 정정 산출물,정정 결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,세원 개인투자조합 제1호,고유번호증 정정,NO,
FWO-0058,0709/더블유제이원 조합_고유번호증.pdf,0709,더블유제이원 조합_고유번호증.pdf,pdf (application/pdf),2026-07-09T08:41:50.867Z,2026-07-09T08:41:50.302Z,더블유제이원 조합,더블유제이원 조합,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0059,0709/피움AI넥스트마린라이프신기술사업금융투자조합_고유번호증.pdf,0709,피움AI넥스트마린라이프신기술사업금융투자조합_고유번호증.pdf,pdf (application/pdf),2026-07-09T08:41:07.801Z,2026-07-09T08:41:07.002Z,피움AI넥스트마린라이프신기술사업금융투자조합,피움AI넥스트마린라이프신기술사업금융투자조합,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0060,0709/#스타벤처스 개인투자조합 5호_고유번호증 접수증.pdf,0709,#스타벤처스 개인투자조합 5호_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-09T08:40:45.733Z,2026-07-09T08:40:45.033Z,스타벤처스 개인투자조합 5호,스타벤처스 개인투자조합 5호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0061,0709/##합본_더블유제이원 조합_고유번호증 신청서류.pdf,0709,##합본_더블유제이원 조합_고유번호증 신청서류.pdf,pdf (application/pdf),2026-07-09T06:49:54.846Z,2026-07-09T06:51:39.352Z,더블유제이원 조합,더블유제이원 조합,SUBMISSION_PACKAGE,고유번호증 신청서류,신규 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0062,0709/[반포역지점_조합 날인 추가 요청].pdf,0709,[반포역지점_조합 날인 추가 요청].pdf,pdf (application/pdf),2026-07-09T06:00:37.198Z,2026-07-09T06:09:48.763Z,,,OTHER_BANK_ARTIFACT,은행 기타 산출물,은행 기타 업무 가능성,파일명·상대경로 메타데이터,MEDIUM,NOT_CHECKED,,은행 기타 업무,YES,
FWO-0063,0709/##합본_한국딥테크기술투자조합_계좌개설 신청서류.pdf,0709,##합본_한국딥테크기술투자조합_계좌개설 신청서류.pdf,pdf (application/pdf),2026-07-09T01:10:17.705Z,2026-07-09T06:07:13.775Z,한국딥테크기술투자조합,한국딥테크기술투자조합,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
FWO-0064,0709/투논카이 신기술투자조합 제1호_보안카드.pdf,0709,투논카이 신기술투자조합 제1호_보안카드.pdf,pdf (application/pdf),2026-07-09T05:12:00.523Z,2026-07-09T05:12:42.350Z,투논카이 신기술투자조합 제1호,투논카이 신기술투자조합 제1호,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,투논카이 신기술투자조합 제1호,보안카드 발급·수령,NO,
FWO-0065,0709/KakaoTalk_20260709_141004513.jpg,0709,KakaoTalk_20260709_141004513.jpg,jpg (image/jpeg),2026-07-09T05:11:00.170Z,2026-07-09T05:10:59.302Z,,,UNCLASSIFIED,분류 불가,근거 부족,파일명·상대경로 메타데이터,UNCLASSIFIED,NOT_CHECKED,,,YES,파일명만으로 업무 분류 불가
FWO-0066,0709/한국딥테크기술투자조합_계좌개설 제출서류.pdf,0709,한국딥테크기술투자조합_계좌개설 제출서류.pdf,pdf (application/pdf),2026-07-08T08:52:15.798Z,2026-07-09T05:00:43.559Z,한국딥테크기술투자조합,한국딥테크기술투자조합,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
FWO-0067,0709/[보완 서류]법인·단체 사실상 지배자 체크리스트.pdf,0709,[보완 서류]법인·단체 사실상 지배자 체크리스트.pdf,pdf (application/pdf),2026-07-09T04:50:14.259Z,2026-07-09T04:50:13.902Z,,,OTHER_BANK_ARTIFACT,은행 기타 산출물,은행 기타 업무 가능성,파일명·상대경로 메타데이터,MEDIUM,NOT_CHECKED,,은행 기타 업무,YES,
FWO-0068,0709/테일프론티어투자조합3호통장사본.pdf.pdf,0709,테일프론티어투자조합3호통장사본.pdf.pdf,pdf (application/pdf),2026-07-09T04:05:32.652Z,2026-07-09T04:05:31.875Z,테일프론티어투자조합3호,테일프론티어투자조합3호,BANKBOOK_COPY,통장 사본,계좌개설 완료 산출물 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 완료 산출물,YES,FUND 마스터 일치 없음
FWO-0069,0709/##합본_스타벤처스 개인투자조합 5호_고유번호증 신청서류.pdf,0709,##합본_스타벤처스 개인투자조합 5호_고유번호증 신청서류.pdf,pdf (application/pdf),2026-07-09T01:30:06.315Z,2026-07-09T01:30:29.095Z,스타벤처스 개인투자조합 5호,스타벤처스 개인투자조합 5호,SUBMISSION_PACKAGE,고유번호증 신청서류,신규 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0070,0709/#피움AI넥스트마린라이프신기술사업금융투자조합_보안카드 신청서류.pdf,0709,#피움AI넥스트마린라이프신기술사업금융투자조합_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-09T01:29:32.755Z,2026-07-09T01:29:32.174Z,피움AI넥스트마린라이프신기술사업금융투자조합,피움AI넥스트마린라이프신기술사업금융투자조합,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0071,0708/#레이첼 4차산업투자조합_고유번호증 폐업 신고 접수증.pdf,0708,#레이첼 4차산업투자조합_고유번호증 폐업 신고 접수증.pdf,pdf (application/pdf),2026-07-08T08:07:11.932Z,2026-07-08T08:07:11.112Z,레이첼 4차산업투자조합,레이첼 4차산업투자조합,RECEIPT,고유번호증 폐업·청산 산출물,폐업 신고 접수 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,고유번호증 폐업·청산,YES,FUND 마스터 일치 없음
FWO-0072,0708/#피움AI넥스트마린라이프신기술사업금융투자조합_고유번호증 접수증.pdf,0708,#피움AI넥스트마린라이프신기술사업금융투자조합_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T08:06:33.235Z,2026-07-08T08:06:32.574Z,피움AI넥스트마린라이프신기술사업금융투자조합,피움AI넥스트마린라이프신기술사업금융투자조합,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0073,0708/#세원 개인투자조합 제1호_고유번호증 (3차 정정) 접수증.pdf,0708,#세원 개인투자조합 제1호_고유번호증 (3차 정정) 접수증.pdf,pdf (application/pdf),2026-07-08T08:05:45.146Z,2026-07-08T08:05:44.458Z,세원 개인투자조합 제1호,세원 개인투자조합 제1호,RECEIPT,고유번호증 정정 산출물,정정 접수 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,세원 개인투자조합 제1호,고유번호증 정정,NO,
FWO-0074,0708/##합본_레이첼 4차산업투자조합_고유번호증 폐업 신고(재날인).pdf,0708,##합본_레이첼 4차산업투자조합_고유번호증 폐업 신고(재날인).pdf,pdf (application/pdf),2026-07-08T04:58:40.465Z,2026-07-08T04:57:43.607Z,레이첼 4차산업투자조합,레이첼 4차산업투자조합,SUBMISSION_PACKAGE,고유번호증 폐업·청산 산출물,폐업 신고 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,고유번호증 폐업·청산,YES,FUND 마스터 일치 없음
FWO-0075,0708/#투논카이 신기술투자조합 제1호_보안카드 신청서류.pdf,0708,#투논카이 신기술투자조합 제1호_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-08T04:58:40.509Z,2026-07-08T04:57:24.238Z,투논카이 신기술투자조합 제1호,투논카이 신기술투자조합 제1호,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,투논카이 신기술투자조합 제1호,보안카드 발급·수령,NO,
FWO-0076,0708/#하이 글로벌 덴탈 신기술사업투자조합_보안카드 신청서류.pdf,0708,#하이 글로벌 덴탈 신기술사업투자조합_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-08T04:58:40.617Z,2026-07-08T04:57:07.324Z,하이 글로벌 덴탈 신기술사업투자조합,하이 글로벌 덴탈 신기술사업투자조합,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,SIMILAR_1,하이 글로벌 덴탈 신기술사업투자조합(SME),보안카드 발급·수령,YES,유사명 자동 연결 금지; 사람 확인 필요
FWO-0077,0708/#세원 개인투자조합 제1호_고유번호증 (3차 정정) 신청 서류.pdf,0708,#세원 개인투자조합 제1호_고유번호증 (3차 정정) 신청 서류.pdf,pdf (application/pdf),2026-07-08T04:58:40.588Z,2026-07-08T04:56:36.174Z,세원 개인투자조합 제1호,세원 개인투자조합 제1호,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,세원 개인투자조합 제1호,고유번호증 정정,NO,
FWO-0078,0708/그로스브릿지-바이오투자조합_보안카드.lnk,0708,그로스브릿지-바이오투자조합_보안카드.lnk,lnk (application/x-ms-shortcut),2026-07-08T04:25:23.423Z,2026-07-08T04:24:38.401Z,그로스브릿지-바이오투자조합,그로스브릿지-바이오투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,그로스브릿지-바이오투자조합,보안카드 발급·수령,NO,
FWO-0079,0708/KakaoTalk_20260708_132312738.jpg,0708,KakaoTalk_20260708_132312738.jpg,jpg (image/jpeg),2026-07-08T04:23:49.101Z,2026-07-08T04:23:48.264Z,,,UNCLASSIFIED,분류 불가,근거 부족,파일명·상대경로 메타데이터,UNCLASSIFIED,NOT_CHECKED,,,YES,파일명만으로 업무 분류 불가
FWO-0080,0707/##합본_테일프론티어투자조합3호_계좌개설 신청서류.pdf,0707,##합본_테일프론티어투자조합3호_계좌개설 신청서류.pdf,pdf (application/pdf),2026-07-06T07:17:15.386Z,2026-07-09T06:05:24.750Z,테일프론티어투자조합3호,테일프론티어투자조합3호,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
FWO-0081,0707/#스타이노베이션 제2호 벤처투자조합_고유번호증 접수증.pdf,0707,#스타이노베이션 제2호 벤처투자조합_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T00:37:51.991Z,2026-07-08T00:37:51.594Z,스타이노베이션 제2호 벤처투자조합,스타이노베이션 제2호 벤처투자조합,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타이노베이션 제2호 벤처투자조합,E2E-03 고유번호증 신규 신청,NO,
FWO-0082,0707/#에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증 접수증.pdf,0707,#에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T00:37:38.742Z,2026-07-08T00:37:37.939Z,에스케이에스-스타벤처스 제1호 벤처투자조합,에스케이에스-스타벤처스 제1호 벤처투자조합,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,에스케이에스-스타벤처스 제1호 벤처투자조합,E2E-03 고유번호증 신규 신청,NO,
FWO-0083,0707/#스타벤처스 개인투자조합 4호_고유번호증 접수증.pdf,0707,#스타벤처스 개인투자조합 4호_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T00:37:16.626Z,2026-07-08T00:37:15.863Z,스타벤처스 개인투자조합 4호,스타벤처스 개인투자조합 4호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 4호,E2E-03 고유번호증 신규 신청,NO,
FWO-0084,0707/#스타벤처스 개인투자조합 3호_고유번호증 접수증.pdf,0707,#스타벤처스 개인투자조합 3호_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T00:37:11.181Z,2026-07-08T00:37:10.417Z,스타벤처스 개인투자조합 3호,스타벤처스 개인투자조합 3호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 3호,E2E-03 고유번호증 신규 신청,NO,
FWO-0085,0707/#스타벤처스 개인투자조합 2호_고유번호증 접수증.pdf,0707,#스타벤처스 개인투자조합 2호_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T00:37:04.956Z,2026-07-08T00:37:04.174Z,스타벤처스 개인투자조합 2호,스타벤처스 개인투자조합 2호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 2호,E2E-03 고유번호증 신규 신청,NO,
FWO-0086,0707/#스타벤처스 개인투자조합 1호_고유번호증 접수증.pdf,0707,#스타벤처스 개인투자조합 1호_고유번호증 접수증.pdf,pdf (application/pdf),2026-07-08T00:36:55.762Z,2026-07-08T00:36:54.983Z,스타벤처스 개인투자조합 1호,스타벤처스 개인투자조합 1호,RECEIPT,고유번호증 신청 접수증,기관 접수 완료 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 1호,E2E-03 고유번호증 신규 신청,NO,
FWO-0087,0707/그로스브릿지-바이오투자조합_고유번호증.pdf,0707,그로스브릿지-바이오투자조합_고유번호증.pdf,pdf (application/pdf),2026-07-07T09:16:54.051Z,2026-07-07T09:16:53.267Z,그로스브릿지-바이오투자조합,그로스브릿지-바이오투자조합,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,그로스브릿지-바이오투자조합,E2E-03 고유번호증 신규 신청,NO,
FWO-0088,0707/##합본_에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증 정정 신청서류.pdf,0707,##합본_에스케이에스-스타벤처스 제1호 벤처투자조합_고유번호증 정정 신청서류.pdf,pdf (application/pdf),2026-07-07T04:20:14.737Z,2026-07-07T04:19:46.135Z,에스케이에스-스타벤처스 제1호 벤처투자조합,에스케이에스-스타벤처스 제1호 벤처투자조합,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,에스케이에스-스타벤처스 제1호 벤처투자조합,고유번호증 정정,NO,
FWO-0089,0707/##합본_스타벤처스 개인투자조합 4호_고유번호증 정정 신청서류.pdf,0707,##합본_스타벤처스 개인투자조합 4호_고유번호증 정정 신청서류.pdf,pdf (application/pdf),2026-07-07T04:20:14.652Z,2026-07-07T04:19:37.057Z,스타벤처스 개인투자조합 4호,스타벤처스 개인투자조합 4호,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 4호,고유번호증 정정,NO,
FWO-0090,0707/##합본_스타이노베이션 제2호 벤처투자조합_고유번호증 정정 신청서류.pdf,0707,##합본_스타이노베이션 제2호 벤처투자조합_고유번호증 정정 신청서류.pdf,pdf (application/pdf),2026-07-07T04:20:14.322Z,2026-07-07T04:19:34.095Z,스타이노베이션 제2호 벤처투자조합,스타이노베이션 제2호 벤처투자조합,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타이노베이션 제2호 벤처투자조합,고유번호증 정정,NO,
FWO-0091,0707/##합본_스타벤처스 개인투자조합 3호_고유번호증 정정 신청서류.pdf,0707,##합본_스타벤처스 개인투자조합 3호_고유번호증 정정 신청서류.pdf,pdf (application/pdf),2026-07-07T04:20:14.488Z,2026-07-07T04:19:11.064Z,스타벤처스 개인투자조합 3호,스타벤처스 개인투자조합 3호,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 3호,고유번호증 정정,NO,
FWO-0092,0707/##합본_스타벤처스 개인투자조합 2호_고유번호증 정정 신청서류.pdf,0707,##합본_스타벤처스 개인투자조합 2호_고유번호증 정정 신청서류.pdf,pdf (application/pdf),2026-07-07T04:20:14.570Z,2026-07-07T04:19:00.081Z,스타벤처스 개인투자조합 2호,스타벤처스 개인투자조합 2호,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 2호,고유번호증 정정,NO,
FWO-0093,0707/##합본_스타벤처스 개인투자조합 1호_고유번호증 정정 신청서류.pdf,0707,##합본_스타벤처스 개인투자조합 1호_고유번호증 정정 신청서류.pdf,pdf (application/pdf),2026-07-07T04:20:14.406Z,2026-07-07T04:18:46.434Z,스타벤처스 개인투자조합 1호,스타벤처스 개인투자조합 1호,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,스타벤처스 개인투자조합 1호,고유번호증 정정,NO,
FWO-0094,0707/##합본_레이첼 4차산업투자조합_고유번호증 폐업 신고.pdf,0707,##합본_레이첼 4차산업투자조합_고유번호증 폐업 신고.pdf,pdf (application/pdf),2026-07-07T02:56:18.629Z,2026-07-07T02:56:29.440Z,레이첼 4차산업투자조합,레이첼 4차산업투자조합,SUBMISSION_PACKAGE,고유번호증 폐업·청산 산출물,폐업 신고 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,고유번호증 폐업·청산,YES,FUND 마스터 일치 없음
FWO-0095,0707/(미포함)테일프론티어투자조합3호_법인계좌개설체크리스트.pdf,0707,(미포함)테일프론티어투자조합3호_법인계좌개설체크리스트.pdf,pdf (application/pdf),2026-07-07T02:52:08.313Z,2026-07-07T02:52:07.630Z,테일프론티어투자조합3호,테일프론티어투자조합3호,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
FWO-0096,0707/블리스바인 제로투원 투자조합2호_보안카드.pdf,0707,블리스바인 제로투원 투자조합2호_보안카드.pdf,pdf (application/pdf),2026-07-07T01:18:40.086Z,2026-07-07T01:20:52.685Z,블리스바인 제로투원 투자조합2호,블리스바인 제로투원 투자조합2호,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0097,0707/#그로스브릿지-바이오투자조합_보안카드 신청서류.pdf,0707,#그로스브릿지-바이오투자조합_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-06T07:15:34.782Z,2026-07-06T07:14:50.892Z,그로스브릿지-바이오투자조합,그로스브릿지-바이오투자조합,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,EXACT_1,그로스브릿지-바이오투자조합,보안카드 발급·수령,NO,
FWO-0098,0706/#블리스바인 제로투원 투자조합2호_보안카드 신청서류.pdf,0706,#블리스바인 제로투원 투자조합2호_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-06T07:14:22.323Z,2026-07-07T01:07:43.748Z,블리스바인 제로투원 투자조합2호,블리스바인 제로투원 투자조합2호,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0099,0706/테일프론티어투자조합3호_보안카드.pdf,0706,테일프론티어투자조합3호_보안카드.pdf,pdf (application/pdf),2026-07-06T07:50:25.768Z,2026-07-06T07:50:25.354Z,테일프론티어투자조합3호,테일프론티어투자조합3호,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0100,0706/휴먼비젼 개인투자조합_보안카드.pdf,0706,휴먼비젼 개인투자조합_보안카드.pdf,pdf (application/pdf),2026-07-06T07:50:00.265Z,2026-07-06T07:50:00.072Z,휴먼비젼 개인투자조합,휴먼비젼 개인투자조합,SECURITY_CARD,보안카드,보안카드 발급·수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0101,0706/KakaoTalk_20260706_164837118.jpg,0706,KakaoTalk_20260706_164837118.jpg,jpg (image/jpeg),2026-07-06T07:49:04.809Z,2026-07-06T07:49:03.950Z,,,UNCLASSIFIED,분류 불가,근거 부족,파일명·상대경로 메타데이터,UNCLASSIFIED,NOT_CHECKED,,,YES,파일명만으로 업무 분류 불가
FWO-0102,0706/KakaoTalk_20260706_164218355.jpg,0706,KakaoTalk_20260706_164218355.jpg,jpg (image/jpeg),2026-07-06T07:48:58.897Z,2026-07-06T07:48:58.027Z,,,UNCLASSIFIED,분류 불가,근거 부족,파일명·상대경로 메타데이터,UNCLASSIFIED,NOT_CHECKED,,,YES,파일명만으로 업무 분류 불가
FWO-0103,0706/##합본_휴먼비젼 개인투자조합_계좌개설 신청서류.pdf,0706,##합본_휴먼비젼 개인투자조합_계좌개설 신청서류.pdf,pdf (application/pdf),2026-07-06T07:15:32.191Z,2026-07-06T07:30:36.176Z,휴먼비젼 개인투자조합,휴먼비젼 개인투자조합,SUBMISSION_PACKAGE,계좌개설 신청·제출서류,계좌개설 준비·신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,계좌개설 준비·신청,YES,FUND 마스터 일치 없음
FWO-0104,0706/#세원 개인투자조합 1호_고유번호증(2차 정정) 접수증.pdf,0706,#세원 개인투자조합 1호_고유번호증(2차 정정) 접수증.pdf,pdf (application/pdf),2026-07-06T07:21:01.150Z,2026-07-06T07:21:00.303Z,세원 개인투자조합 1호,세원 개인투자조합 1호,RECEIPT,고유번호증 정정 산출물,정정 접수 가능성,파일명·상대경로 메타데이터,CONFIRMED,SIMILAR_1,세원 개인투자조합 제1호,고유번호증 정정,YES,유사명 자동 연결 금지; 사람 확인 필요
FWO-0105,0706/블리스바인 제로투원 투자조합2호_고유번호증.pdf,0706,블리스바인 제로투원 투자조합2호_고유번호증.pdf,pdf (application/pdf),2026-07-06T07:20:37.556Z,2026-07-06T07:20:36.762Z,블리스바인 제로투원 투자조합2호,블리스바인 제로투원 투자조합2호,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
FWO-0106,0706/##합본_세원 개인투자조합 1호_고유번호증(2차 정정) 신청서류.pdf,0706,##합본_세원 개인투자조합 1호_고유번호증(2차 정정) 신청서류.pdf,pdf (application/pdf),2026-07-06T07:14:22.368Z,2026-07-06T07:13:21.006Z,세원 개인투자조합 1호,세원 개인투자조합 1호,SUBMISSION_PACKAGE,고유번호증 정정 산출물,정정 신청 준비·제출 가능성,파일명·상대경로 메타데이터,CONFIRMED,SIMILAR_1,세원 개인투자조합 제1호,고유번호증 정정,YES,유사명 자동 연결 금지; 사람 확인 필요
FWO-0107,0703/#휴먼비젼 개인투자조합_보안카드 신청서류.pdf,0703,#휴먼비젼 개인투자조합_보안카드 신청서류.pdf,pdf (application/pdf),2026-07-03T09:38:11.635Z,2026-07-06T07:30:27.519Z,휴먼비젼 개인투자조합,휴먼비젼 개인투자조합,SUBMISSION_PACKAGE,보안카드 신청서류,보안카드 발급 신청 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,보안카드 발급·수령,YES,FUND 마스터 일치 없음
FWO-0108,0703/휴먼비젼 개인투자조합_고유번호증.pdf,0703,휴먼비젼 개인투자조합_고유번호증.pdf,pdf (application/pdf),2026-07-03T09:40:21.126Z,2026-07-06T07:30:17.986Z,휴먼비젼 개인투자조합,휴먼비젼 개인투자조합,RESULT_DOCUMENT,고유번호증 결과물,결과물 수령 가능성,파일명·상대경로 메타데이터,CONFIRMED,NOT_FOUND,,E2E-03 고유번호증 신규 신청,YES,FUND 마스터 일치 없음
